TimestampUTC,PhaseName
2023-04-27 21:20:00+00:00,Cuarto Creciente
2023-05-01 23:01:00+00:00,Creciente Gibosa
2023-05-05 17:35:00+00:00,Luna Llena
2023-05-09 05:13:00+00:00,Menguante Gibosa
2023-05-12 14:29:00+00:00,Cuarto Menguante
2023-05-16 01:11:00+00:00,Menguante Cóncava
2023-05-19 15:54:00+00:00,Luna Nueva
2023-05-23 13:02:00+00:00,Creciente Cóncava
2023-05-27 15:23:00+00:00,Cuarto Creciente
2023-05-31 14:20:00+00:00,Creciente Gibosa
2023-06-04 03:42:00+00:00,Luna Llena
2023-06-07 11:06:00+00:00,Menguante Gibosa
2023-06-10 19:32:00+00:00,Cuarto Menguante
2023-06-14 09:13:00+00:00,Menguante Cóncava
2023-06-18 04:38:00+00:00,Luna Nueva
2023-06-22 05:23:00+00:00,Creciente Cóncava
2023-06-26 07:50:00+00:00,Cuarto Creciente
2023-06-30 02:56:00+00:00,Creciente Gibosa
2023-07-03 11:39:00+00:00,Luna Llena
2023-07-06 16:31:00+00:00,Menguante Gibosa
2023-07-10 01:48:00+00:00,Cuarto Menguante
2023-07-13 19:07:00+00:00,Menguante Cóncava
2023-07-17 18:32:00+00:00,Luna Nueva
2023-07-21 21:21:00+00:00,Creciente Cóncava
2023-07-25 22:07:00+00:00,Cuarto Creciente
2023-07-29 13:02:00+00:00,Creciente Gibosa
2023-08-01 18:32:00+00:00,Luna Llena
2023-08-04 22:54:00+00:00,Menguante Gibosa
2023-08-08 10:29:00+00:00,Cuarto Menguante
2023-08-12 07:28:00+00:00,Menguante Cóncava
2023-08-16 09:39:00+00:00,Luna Nueva
2023-08-20 12:24:00+00:00,Creciente Cóncava
2023-08-24 09:58:00+00:00,Cuarto Creciente
2023-08-27 21:19:00+00:00,Creciente Gibosa
2023-08-31 01:36:00+00:00,Luna Llena
2023-09-03 07:28:00+00:00,Menguante Gibosa
2023-09-06 22:22:00+00:00,Cuarto Menguante
2023-09-10 22:35:00+00:00,Menguante Cóncava
2023-09-15 01:40:00+00:00,Luna Nueva
2023-09-19 02:01:00+00:00,Creciente Cóncava
2023-09-22 19:32:00+00:00,Cuarto Creciente
2023-09-26 04:45:00+00:00,Creciente Gibosa
2023-09-29 09:58:00+00:00,Luna Llena
2023-10-02 19:00:00+00:00,Menguante Gibosa
2023-10-06 13:48:00+00:00,Cuarto Menguante
2023-10-10 16:17:00+00:00,Menguante Cóncava
2023-10-14 17:56:00+00:00,Luna Nueva
2023-10-18 13:49:00+00:00,Creciente Cóncava
2023-10-22 03:30:00+00:00,Cuarto Creciente
2023-10-25 12:21:00+00:00,Creciente Gibosa
2023-10-28 20:25:00+00:00,Luna Llena
2023-11-01 09:49:00+00:00,Menguante Gibosa
2023-11-05 08:37:00+00:00,Cuarto Menguante
2023-11-09 11:44:00+00:00,Menguante Cóncava
2023-11-13 09:28:00+00:00,Luna Nueva
2023-11-16 23:59:00+00:00,Creciente Cóncava
2023-11-20 10:50:00+00:00,Cuarto Creciente
2023-11-23 21:03:00+00:00,Creciente Gibosa
2023-11-27 09:17:00+00:00,Luna Llena
2023-12-01 03:42:00+00:00,Menguante Gibosa
2023-12-05 05:50:00+00:00,Cuarto Menguante
2023-12-09 07:17:00+00:00,Menguante Cóncava
2023-12-12 23:33:00+00:00,Luna Nueva
2023-12-16 09:09:00+00:00,Creciente Cóncava
2023-12-19 18:40:00+00:00,Cuarto Creciente
2023-12-23 07:29:00+00:00,Creciente Gibosa
2023-12-27 00:34:00+00:00,Luna Llena
2023-12-30 23:51:00+00:00,Menguante Gibosa
2024-01-04 03:31:00+00:00,Cuarto Menguante
2024-01-08 01:10:00+00:00,Menguante Cóncava
2024-01-11 11:58:00+00:00,Luna Nueva
2024-01-14 18:14:00+00:00,Creciente Cóncava
2024-01-18 03:53:00+00:00,Cuarto Creciente
2024-01-21 20:02:00+00:00,Creciente Gibosa
2024-01-25 17:55:00+00:00,Luna Llena
2024-01-29 20:44:00+00:00,Menguante Gibosa
2024-02-02 23:18:00+00:00,Cuarto Menguante
2024-02-06 16:11:00+00:00,Menguante Cóncava
2024-02-09 23:00:00+00:00,Luna Nueva
2024-02-13 03:56:00+00:00,Creciente Cóncava
2024-02-16 15:01:00+00:00,Cuarto Creciente
2024-02-20 10:47:00+00:00,Creciente Gibosa
2024-02-24 12:31:00+00:00,Luna Llena
2024-02-28 16:15:00+00:00,Menguante Gibosa
2024-03-03 15:24:00+00:00,Cuarto Menguante
2024-03-07 04:04:00+00:00,Menguante Cóncava
2024-03-10 09:01:00+00:00,Luna Nueva
2024-03-13 14:33:00+00:00,Creciente Cóncava
2024-03-17 04:11:00+00:00,Cuarto Creciente
2024-03-21 03:28:00+00:00,Creciente Gibosa
2024-03-25 07:01:00+00:00,Luna Llena
2024-03-29 08:34:00+00:00,Menguante Gibosa
2024-04-02 03:15:00+00:00,Cuarto Menguante
2024-04-05 13:14:00+00:00,Menguante Cóncava
2024-04-08 18:21:00+00:00,Luna Nueva
2024-04-12 02:07:00+00:00,Creciente Cóncava
2024-04-15 19:14:00+00:00,Cuarto Creciente
2024-04-19 21:15:00+00:00,Creciente Gibosa
2024-04-23 23:49:00+00:00,Luna Llena
2024-04-27 20:54:00+00:00,Menguante Gibosa
2024-05-01 11:28:00+00:00,Cuarto Menguante
2024-05-04 20:26:00+00:00,Menguante Cóncava
2024-05-08 03:22:00+00:00,Luna Nueva
2024-05-11 14:42:00+00:00,Creciente Cóncava
2024-05-15 11:49:00+00:00,Cuarto Creciente
2024-05-19 14:55:00+00:00,Creciente Gibosa
2024-05-23 13:54:00+00:00,Luna Llena
2024-05-27 05:45:00+00:00,Menguante Gibosa
2024-05-30 17:13:00+00:00,Cuarto Menguante
2024-06-03 02:36:00+00:00,Menguante Cóncava
2024-06-06 12:38:00+00:00,Luna Nueva
2024-06-10 04:34:00+00:00,Creciente Cóncava
2024-06-14 05:19:00+00:00,Cuarto Creciente
2024-06-18 07:15:00+00:00,Creciente Gibosa
2024-06-22 01:08:00+00:00,Luna Llena
2024-06-25 12:16:00+00:00,Menguante Gibosa
2024-06-28 21:54:00+00:00,Cuarto Menguante
2024-07-02 08:49:00+00:00,Menguante Cóncava
2024-07-05 22:58:00+00:00,Luna Nueva
2024-07-09 19:54:00+00:00,Creciente Cóncava
2024-07-13 22:49:00+00:00,Cuarto Creciente
2024-07-17 21:34:00+00:00,Creciente Gibosa
2024-07-21 10:18:00+00:00,Luna Llena
2024-07-24 17:53:00+00:00,Menguante Gibosa
2024-07-28 02:52:00+00:00,Cuarto Menguante
2024-07-31 16:18:00+00:00,Menguante Cóncava
2024-08-04 11:14:00+00:00,Luna Nueva
2024-08-08 12:29:00+00:00,Creciente Cóncava
2024-08-12 15:19:00+00:00,Cuarto Creciente
2024-08-16 09:51:00+00:00,Creciente Gibosa
2024-08-19 18:26:00+00:00,Luna Llena
2024-08-22 23:55:00+00:00,Menguante Gibosa
2024-08-26 09:26:00+00:00,Cuarto Menguante
2024-08-30 02:18:00+00:00,Menguante Cóncava
2024-09-03 01:56:00+00:00,Luna Nueva
2024-09-07 05:30:00+00:00,Creciente Cóncava
2024-09-11 06:06:00+00:00,Cuarto Creciente
2024-09-14 20:39:00+00:00,Creciente Gibosa
2024-09-18 02:35:00+00:00,Luna Llena
2024-09-21 07:27:00+00:00,Menguante Gibosa
2024-09-24 18:50:00+00:00,Cuarto Menguante
2024-09-28 15:48:00+00:00,Menguante Cóncava
2024-10-02 18:50:00+00:00,Luna Nueva
2024-10-06 21:51:00+00:00,Creciente Cóncava
2024-10-10 18:56:00+00:00,Cuarto Creciente
2024-10-14 06:30:00+00:00,Creciente Gibosa
2024-10-17 11:27:00+00:00,Luna Llena
2024-10-20 17:22:00+00:00,Menguante Gibosa
2024-10-24 08:04:00+00:00,Cuarto Menguante
2024-10-28 09:01:00+00:00,Menguante Cóncava
2024-11-01 12:48:00+00:00,Luna Nueva
2024-11-05 12:37:00+00:00,Creciente Cóncava
2024-11-09 05:56:00+00:00,Cuarto Creciente
2024-11-12 15:52:00+00:00,Creciente Gibosa
2024-11-15 21:29:00+00:00,Luna Llena
2024-11-19 06:17:00+00:00,Menguante Gibosa
2024-11-23 01:28:00+00:00,Cuarto Menguante
2024-11-27 04:59:00+00:00,Menguante Cóncava
2024-12-01 06:22:00+00:00,Luna Nueva
2024-12-05 01:28:00+00:00,Creciente Cóncava
2024-12-08 15:27:00+00:00,Cuarto Creciente
2024-12-12 01:00:00+00:00,Creciente Gibosa
2024-12-15 09:02:00+00:00,Luna Llena
2024-12-18 22:30:00+00:00,Menguante Gibosa
2024-12-22 22:19:00+00:00,Cuarto Menguante
2024-12-27 01:44:00+00:00,Menguante Cóncava
